,date,store,item,sales
1823,2018-01-24,1,3,25.133825315025717
1824,2018-01-25,1,3,25.133825315025717
1825,2018-01-26,1,3,22.131309093497034
1826,2018-01-27,1,3,22.469623221479868
1827,2018-01-28,1,3,24.04026376017796
1828,2018-01-29,1,3,24.04026376017796
1829,2018-01-30,1,3,27.03890282397454
1830,2018-01-31,1,3,27.03890282397454
1831,2018-02-01,1,3,25.376731223033175
1832,2018-02-02,1,3,25.87714792370116
1833,2018-02-03,1,3,25.87714792370116
1834,2018-02-04,1,3,28.65306413973222
1835,2018-02-05,1,3,28.65306413973222
1836,2018-02-06,1,3,30.740154532233575
1837,2018-02-07,1,3,28.756267329723382
1838,2018-02-08,1,3,28.756267329723382
1839,2018-02-09,1,3,25.57651797269244
1840,2018-02-10,1,3,26.995263313722194
1841,2018-02-11,1,3,28.03893297815756
1842,2018-02-12,1,3,28.03893297815756
1843,2018-02-13,1,3,30.373756212403887
1844,2018-02-14,1,3,29.1455041086773
1845,2018-02-15,1,3,29.1455041086773
1846,2018-02-16,1,3,25.075548576754283
1847,2018-02-17,1,3,27.147596672479995
1848,2018-02-18,1,3,28.134750858464443
1849,2018-02-19,1,3,28.134750858464443
1850,2018-02-20,1,3,30.945722996567426
1851,2018-02-21,1,3,31.94601480406907
1852,2018-02-22,1,3,25.59239996841925
1853,2018-02-23,1,3,25.59239996841925
1854,2018-02-24,1,3,27.39249744078374
1855,2018-02-25,1,3,27.39249744078374
1856,2018-02-26,1,3,28.52516179762445
1857,2018-02-27,1,3,29.431035255591414
1858,2018-02-28,1,3,29.243287414079433
1859,2018-03-01,1,3,38.94854496001818
1860,2018-03-02,1,3,30.49936154544569
1861,2018-03-03,1,3,33.0292548053647
1862,2018-03-04,1,3,33.0292548053647
1863,2018-03-05,1,3,35.051321588293035
1864,2018-03-06,1,3,37.644965006354724
1865,2018-03-07,1,3,39.41914748811048
1866,2018-03-08,1,3,30.715774717962333
1867,2018-03-09,1,3,31.55446085512968
1868,2018-03-10,1,3,31.55446085512968
1869,2018-03-11,1,3,33.58871086960646
1870,2018-03-12,1,3,33.58871086960646
1871,2018-03-13,1,3,35.94858832402909
1872,2018-03-14,1,3,35.111163084644936
1873,2018-03-15,1,3,35.111163084644936
1874,2018-03-16,1,3,30.60415075139011
1875,2018-03-17,1,3,30.887457819649306
1876,2018-03-18,1,3,32.72060725607143
1877,2018-03-19,1,3,34.63075466754644
1878,2018-03-20,1,3,36.87773428794718
1879,2018-03-21,1,3,38.7921831000255
1880,2018-03-22,1,3,29.650287516787895
1881,2018-03-23,1,3,29.650287516787895
1882,2018-03-24,1,3,31.147953418636487
1883,2018-03-25,1,3,32.688516995788824
1884,2018-03-26,1,3,32.688516995788824
1885,2018-03-27,1,3,35.06619043537387
1886,2018-03-28,1,3,34.60963447950684
1887,2018-03-29,1,3,34.60963447950684
1888,2018-03-30,1,3,29.79477424472308
1889,2018-03-31,1,3,31.307813985779855
2700,2018-01-01,1,4,14.07895605337022
2701,2018-01-02,1,4,17.54339907201139
2702,2018-01-03,1,4,17.54339907201139
2703,2018-01-04,1,4,8.842055421990146
2704,2018-01-05,1,4,8.842055421990146
2705,2018-01-06,1,4,11.144762894645872
2706,2018-01-07,1,4,13.078539911750838
2707,2018-01-08,1,4,13.078539911750838
2708,2018-01-09,1,4,16.02638310612349
2709,2018-01-10,1,4,17.70553461324871
2710,2018-01-11,1,4,7.795899761605632
2711,2018-01-12,1,4,9.79529583208221
2712,2018-01-13,1,4,11.840489771541272
2713,2018-01-14,1,4,11.840489771541272
2714,2018-01-15,1,4,13.365868098623935
2715,2018-01-16,1,4,16.551488693275168
2716,2018-01-17,1,4,16.551488693275168
2717,2018-01-18,1,4,9.30562121368164
2718,2018-01-19,1,4,10.067512492967438
2719,2018-01-20,1,4,9.970550603321009
2720,2018-01-21,1,4,12.659817448413087
2721,2018-01-22,1,4,12.659817448413087
2722,2018-01-23,1,4,15.226211278596587
2723,2018-01-24,1,4,13.666466561319098
2724,2018-01-25,1,4,13.666466561319098
2725,2018-01-26,1,4,10.663950339790397
2726,2018-01-27,1,4,11.00226446777323
2727,2018-01-28,1,4,12.572905006471338
2728,2018-01-29,1,4,12.572905006471338
2729,2018-01-30,1,4,14.92980832331083
2730,2018-01-31,1,4,14.92980832331083
2731,2018-02-01,1,4,12.32861214919528
2732,2018-02-02,1,4,12.829028849863256
2733,2018-02-03,1,4,12.829028849863256
2734,2018-02-04,1,4,15.604945065894341
2735,2018-02-05,1,4,15.604945065894341
2736,2018-02-06,1,4,17.692035458395708
2737,2018-02-07,1,4,15.708148255885511
2738,2018-02-08,1,4,15.708148255885511
2739,2018-02-09,1,4,12.528398898854576
2740,2018-02-10,1,4,13.94714423988433
2741,2018-02-11,1,4,14.990813904319694
2742,2018-02-12,1,4,14.990813904319694
2743,2018-02-13,1,4,17.325637138566016
2744,2018-02-14,1,4,16.097385034839427
2745,2018-02-15,1,4,16.097385034839427
2746,2018-02-16,1,4,12.027429502916405
2747,2018-02-17,1,4,14.099477598642117
2748,2018-02-18,1,4,15.086631784626562
2749,2018-02-19,1,4,15.086631784626562
2750,2018-02-20,1,4,17.89760392272956
2751,2018-02-21,1,4,18.897895730231195
2752,2018-02-22,1,4,12.544280894581384
2753,2018-02-23,1,4,12.544280894581384
2754,2018-02-24,1,4,14.344378366945868
2755,2018-02-25,1,4,14.344378366945868
2756,2018-02-26,1,4,15.477042723786575
2757,2018-02-27,1,4,16.382916181753536
2758,2018-02-28,1,4,16.195168340241537
2759,2018-03-01,1,4,24.327183689969846
2760,2018-03-02,1,4,15.878000275397412
2761,2018-03-03,1,4,18.40789353531642
2762,2018-03-04,1,4,18.40789353531642
2763,2018-03-05,1,4,20.42996031824477
2764,2018-03-06,1,4,23.0236037363064
2765,2018-03-07,1,4,24.797786218062157
2766,2018-03-08,1,4,16.09441344791405
2767,2018-03-09,1,4,16.933099585081393
2768,2018-03-10,1,4,16.933099585081393
2769,2018-03-11,1,4,18.96734959955821
2770,2018-03-12,1,4,18.96734959955821
2771,2018-03-13,1,4,21.327227053980785
2772,2018-03-14,1,4,20.489801814596582
2773,2018-03-15,1,4,20.489801814596582
2774,2018-03-16,1,4,15.98278948134184
2775,2018-03-17,1,4,15.9662351772675
2776,2018-03-18,1,4,17.799384613689632
2777,2018-03-19,1,4,19.709532025164687
2778,2018-03-20,1,4,21.956511645565314
2779,2018-03-21,1,4,23.87096045764364
2780,2018-03-22,1,4,14.72906487440607
2781,2018-03-23,1,4,14.72906487440607
2782,2018-03-24,1,4,16.22673077625467
2783,2018-03-25,1,4,17.767294353407003
2784,2018-03-26,1,4,17.767294353407003
2785,2018-03-27,1,4,20.144967792992055
2786,2018-03-28,1,4,19.688411837125024
2787,2018-03-29,1,4,19.688411837125024
2788,2018-03-30,1,4,14.873551602341266
2789,2018-03-31,1,4,16.386591343398017
3600,2018-01-01,1,5,11.949844806273902
3601,2018-01-02,1,5,15.414287824915071
3602,2018-01-03,1,5,15.414287824915071
3603,2018-01-04,1,5,6.712944174893828
3604,2018-01-05,1,5,6.712944174893828
3605,2018-01-06,1,5,9.128598286213602
3606,2018-01-07,1,5,11.062375303318568
3607,2018-01-08,1,5,11.062375303318568
3608,2018-01-09,1,5,13.770676857401739
3609,2018-01-10,1,5,15.449828364526958
3610,2018-01-11,1,5,5.5401935128838815
3611,2018-01-12,1,5,7.539589583360453
3612,2018-01-13,1,5,9.584783522819514
3613,2018-01-14,1,5,9.584783522819514
3614,2018-01-15,1,5,11.110161849902177
3615,2018-01-16,1,5,14.295782444553417
3616,2018-01-17,1,5,14.295782444553417
3617,2018-01-18,1,5,7.049914964959882
3618,2018-01-19,1,5,7.81180624424568
3619,2018-01-20,1,5,7.714844354599244
3620,2018-01-21,1,5,10.404111199691329
3621,2018-01-22,1,5,10.404111199691329
3622,2018-01-23,1,5,12.970505029874829
3623,2018-01-24,1,5,11.41076031259734
3624,2018-01-25,1,5,11.41076031259734
3625,2018-01-26,1,5,8.408244091068639
3626,2018-01-27,1,5,8.746558219051472
3627,2018-01-28,1,5,10.31719875774958
3628,2018-01-29,1,5,10.31719875774958
3629,2018-01-30,1,5,12.674102074589072
3630,2018-01-31,1,5,12.674102074589072
3631,2018-02-01,1,5,10.072905900473515
3632,2018-02-02,1,5,10.573322601141491
3633,2018-02-03,1,5,10.573322601141491
3634,2018-02-04,1,5,13.349238817172584
3635,2018-02-05,1,5,13.349238817172584
3636,2018-02-06,1,5,15.43632920967395
3637,2018-02-07,1,5,13.452442007163754
3638,2018-02-08,1,5,13.452442007163754
3639,2018-02-09,1,5,10.272692650132818
3640,2018-02-10,1,5,11.691437991162573
3641,2018-02-11,1,5,12.735107655597936
3642,2018-02-12,1,5,12.735107655597936
3643,2018-02-13,1,5,15.069930889844258
3644,2018-02-14,1,5,13.841678786117669
3645,2018-02-15,1,5,13.841678786117669
3646,2018-02-16,1,5,9.771723254194647
3647,2018-02-17,1,5,11.84377134992036
3648,2018-02-18,1,5,12.830925535904804
3649,2018-02-19,1,5,12.830925535904804
3650,2018-02-20,1,5,15.641897674007794
3651,2018-02-21,1,5,16.642189481509426
3652,2018-02-22,1,5,10.288574645859619
3653,2018-02-23,1,5,10.288574645859619
3654,2018-02-24,1,5,12.088672118224103
3655,2018-02-25,1,5,12.088672118224103
3656,2018-02-26,1,5,13.22133647506481
3657,2018-02-27,1,5,14.127209933031772
3658,2018-02-28,1,5,13.527102960085678
3659,2018-03-01,1,5,21.409259815582377
3660,2018-03-02,1,5,13.331544738961782
3661,2018-03-03,1,5,15.487769100806034
3662,2018-03-04,1,5,15.487769100806034
3663,2018-03-05,1,5,17.50983588373436
3664,2018-03-06,1,5,20.103479301796032
3665,2018-03-07,1,5,21.877661783551773
3666,2018-03-08,1,5,13.174289013403666
3667,2018-03-09,1,5,14.012975150571002
3668,2018-03-10,1,5,14.012975150571002
3669,2018-03-11,1,5,16.047225165047784
3670,2018-03-12,1,5,16.047225165047784
3671,2018-03-13,1,5,18.407102619470386
3672,2018-03-14,1,5,17.569677380086233
3673,2018-03-15,1,5,17.569677380086233
3674,2018-03-16,1,5,12.906403883690352
3675,2018-03-17,1,5,12.889849579616012
3676,2018-03-18,1,5,14.722999016038145
3677,2018-03-19,1,5,16.633146427513154
3678,2018-03-20,1,5,18.880126047913883
3679,2018-03-21,1,5,20.794574859992164
3680,2018-03-22,1,5,11.652679276754576
3681,2018-03-23,1,5,11.652679276754576
3682,2018-03-24,1,5,13.150345178603175
3683,2018-03-25,1,5,14.690908755755508
3684,2018-03-26,1,5,14.690908755755508
3685,2018-03-27,1,5,16.908510881171672
3686,2018-03-28,1,5,16.451954925304648
3687,2018-03-29,1,5,16.451954925304648
3688,2018-03-30,1,5,11.63709469052089
3689,2018-03-31,1,5,13.150134431577662
4500,2018-01-01,1,6,39.81183599529014
4501,2018-01-02,1,6,43.69317149256243
4502,2018-01-03,1,6,43.69317149256243
4503,2018-01-04,1,6,34.10202189067255
4504,2018-01-05,1,6,34.10202189067255
4505,2018-01-06,1,6,36.67468366382606
4506,2018-01-07,1,6,38.60846068093103
4507,2018-01-08,1,6,38.60846068093103
4508,2018-01-09,1,6,42.047890071082065
4509,2018-01-10,1,6,43.72704157820728
4510,2018-01-11,1,6,33.8174067265642
4511,2018-01-12,1,6,35.816802797040786
4512,2018-01-13,1,6,37.86199673649985
4513,2018-01-14,1,6,37.86199673649985
4514,2018-01-15,1,6,39.38737506358251
4515,2018-01-16,1,6,42.57299565823375
4516,2018-01-17,1,6,42.57299565823375
4517,2018-01-18,1,6,35.32712817864022
4518,2018-01-19,1,6,36.08901945792603
4519,2018-01-20,1,6,35.99205756827959
4520,2018-01-21,1,6,38.68132441337168
4521,2018-01-22,1,6,38.68132441337168
4522,2018-01-23,1,6,41.247718243555184
4523,2018-01-24,1,6,39.68797352627769
4524,2018-01-25,1,6,39.68797352627769
4525,2018-01-26,1,6,36.685457304748994
4526,2018-01-27,1,6,36.99690141422102
4527,2018-01-28,1,6,38.56754195291912
4528,2018-01-29,1,6,38.56754195291912
4529,2018-01-30,1,6,41.51228582830169
4530,2018-01-31,1,6,41.51228582830169
4531,2018-02-01,1,6,39.894362648015274
4532,2018-02-02,1,6,40.39477934868326
4533,2018-02-03,1,6,40.39477934868326
4534,2018-02-04,1,6,43.170695564714336
4535,2018-02-05,1,6,43.170695564714336
4536,2018-02-06,1,6,45.25778595721566
4537,2018-02-07,1,6,43.27389875470547
4538,2018-02-08,1,6,43.27389875470547
4539,2018-02-09,1,6,40.094149397674556
4540,2018-02-10,1,6,41.51289473870431
4541,2018-02-11,1,6,42.556564403139674
4542,2018-02-12,1,6,42.556564403139674
4543,2018-02-13,1,6,44.891387637386
4544,2018-02-14,1,6,43.66313553365942
4545,2018-02-15,1,6,43.66313553365942
4546,2018-02-16,1,6,39.59318000173639
4547,2018-02-17,1,6,41.665228097462105
4548,2018-02-18,1,6,42.652382283446556
4549,2018-02-19,1,6,42.652382283446556
4550,2018-02-20,1,6,45.46335442154955
4551,2018-02-21,1,6,46.46364622905118
4552,2018-02-22,1,6,40.110031393401364
4553,2018-02-23,1,6,40.110031393401364
4554,2018-02-24,1,6,41.910128865765856
4555,2018-02-25,1,6,41.910128865765856
4556,2018-02-26,1,6,43.04279322260656
4557,2018-02-27,1,6,43.94866668057352
4558,2018-02-28,1,6,43.98335147029679
4559,2018-03-01,1,6,56.13380385547187
4560,2018-03-02,1,6,47.023723480733786
4561,2018-03-03,1,6,49.69828291715331
4562,2018-03-04,1,6,49.69828291715331
4563,2018-03-05,1,6,52.34299737305075
4564,2018-03-06,1,6,54.936640791112396
4565,2018-03-07,1,6,56.710823272868154
4566,2018-03-08,1,6,48.00745050272003
4567,2018-03-09,1,6,48.84613663988738
4568,2018-03-10,1,6,48.84613663988738
4569,2018-03-11,1,6,50.88038665436417
4570,2018-03-12,1,6,50.88038665436417
4571,2018-03-13,1,6,53.24026410878678
4572,2018-03-14,1,6,53.57711758759899
4573,2018-03-15,1,6,53.57711758759899
4574,2018-03-16,1,6,49.44756854447187
4575,2018-03-17,1,6,49.66171976451336
4576,2018-03-18,1,6,51.494869200935476
4577,2018-03-19,1,6,53.405016612410485
4578,2018-03-20,1,6,55.65199623281118
4579,2018-03-21,1,6,57.566445044889505
4580,2018-03-22,1,6,48.42454946165193
4581,2018-03-23,1,6,48.42454946165193
4582,2018-03-24,1,6,49.92221536350053
4583,2018-03-25,1,6,51.46277894065287
4584,2018-03-26,1,6,51.46277894065287
4585,2018-03-27,1,6,53.8734183671139
4586,2018-03-28,1,6,53.41686241124687
4587,2018-03-29,1,6,53.41686241124687
4588,2018-03-30,1,6,48.60200217646311
4589,2018-03-31,1,6,50.73905260569481
5400,2018-01-01,1,7,39.410634918405634
5401,2018-01-02,1,7,43.50612939327156
5402,2018-01-03,1,7,43.50612939327156
5403,2018-01-04,1,7,33.91497979138168
5404,2018-01-05,1,7,33.91497979138168
5405,2018-01-06,1,7,36.593572171708054
5406,2018-01-07,1,7,38.52734918881303
5407,2018-01-08,1,7,38.52734918881303
5408,2018-01-09,1,7,41.843410546293406
5409,2018-01-10,1,7,43.52256205341862
5410,2018-01-11,1,7,33.612927201775534
5411,2018-01-12,1,7,35.61232327225213
5412,2018-01-13,1,7,37.65751721171119
5413,2018-01-14,1,7,37.65751721171119
5414,2018-01-15,1,7,39.18289553879386
5415,2018-01-16,1,7,42.3685161334451
5416,2018-01-17,1,7,42.3685161334451
5417,2018-01-18,1,7,35.12264865385156
5418,2018-01-19,1,7,35.88453993313736
5419,2018-01-20,1,7,35.78757804349093
5420,2018-01-21,1,7,38.47684488858302
5421,2018-01-22,1,7,38.47684488858302
5422,2018-01-23,1,7,41.04323871876652
5423,2018-01-24,1,7,39.48349400148903
5424,2018-01-25,1,7,39.48349400148903
5425,2018-01-26,1,7,36.480977779960334
5426,2018-01-27,1,7,36.79242188943236
5427,2018-01-28,1,7,38.36306242813046
5428,2018-01-29,1,7,38.36306242813046
5429,2018-01-30,1,7,41.56834632972924
5430,2018-01-31,1,7,41.56834632972924
5431,2018-02-01,1,7,39.9504231494428
5432,2018-02-02,1,7,40.45083985011079
5433,2018-02-03,1,7,40.45083985011079
5434,2018-02-04,1,7,43.22675606614185
5435,2018-02-05,1,7,43.22675606614185
5436,2018-02-06,1,7,45.313846458643205
5437,2018-02-07,1,7,43.32995925613301
5438,2018-02-08,1,7,43.32995925613301
5439,2018-02-09,1,7,40.15020989910209
5440,2018-02-10,1,7,41.56895524013184
5441,2018-02-11,1,7,42.61262490456719
5442,2018-02-12,1,7,42.61262490456719
5443,2018-02-13,1,7,44.94744813881352
5444,2018-02-14,1,7,43.71919603508693
5445,2018-02-15,1,7,43.71919603508693
5446,2018-02-16,1,7,39.64924050316392
5447,2018-02-17,1,7,41.72128859888963
5448,2018-02-18,1,7,42.70844278487407
5449,2018-02-19,1,7,42.70844278487407
5450,2018-02-20,1,7,45.51941492297707
5451,2018-02-21,1,7,46.51970673047871
5452,2018-02-22,1,7,40.166091894828895
5453,2018-02-23,1,7,40.166091894828895
5454,2018-02-24,1,7,41.96618936719338
5455,2018-02-25,1,7,41.96618936719338
5456,2018-02-26,1,7,43.098853724034086
5457,2018-02-27,1,7,44.00472718200105
5458,2018-02-28,1,7,44.03941197172432
5459,2018-03-01,1,7,56.220369682380735
5460,2018-03-02,1,7,47.11028930764266
5461,2018-03-03,1,7,49.78484874406218
5462,2018-03-04,1,7,49.78484874406218
5463,2018-03-05,1,7,52.42956319995962
5464,2018-03-06,1,7,55.02320661802126
5465,2018-03-07,1,7,56.79738909977702
5466,2018-03-08,1,7,48.09401632962891
5467,2018-03-09,1,7,48.93270246679625
5468,2018-03-10,1,7,48.93270246679625
5469,2018-03-11,1,7,50.96695248127304
5470,2018-03-12,1,7,50.96695248127304
5471,2018-03-13,1,7,53.32682993569565
5472,2018-03-14,1,7,53.66368341450786
5473,2018-03-15,1,7,53.66368341450786
5474,2018-03-16,1,7,49.534134371380745
5475,2018-03-17,1,7,49.748285591422224
5476,2018-03-18,1,7,51.58143502784434
5477,2018-03-19,1,7,53.49158243931935
5478,2018-03-20,1,7,55.73856205972005
5479,2018-03-21,1,7,57.65301087179838
5480,2018-03-22,1,7,48.5111152885608
5481,2018-03-23,1,7,48.5111152885608
5482,2018-03-24,1,7,50.008781190409394
5483,2018-03-25,1,7,51.549344767561735
5484,2018-03-26,1,7,51.549344767561735
5485,2018-03-27,1,7,53.959984194022766
5486,2018-03-28,1,7,53.503428238155735
5487,2018-03-29,1,7,53.503428238155735
5488,2018-03-30,1,7,48.68856800337199
5489,2018-03-31,1,7,50.82561843260368
6300,2018-01-01,1,8,53.34795624996881
6301,2018-01-02,1,8,57.44345072483473
6302,2018-01-03,1,8,57.44345072483473
6303,2018-01-04,1,8,47.85230112294488
6304,2018-01-05,1,8,47.85230112294488
6305,2018-01-06,1,8,50.53089350327123
6306,2018-01-07,1,8,52.464670520376195
6307,2018-01-08,1,8,52.464670520376195
6308,2018-01-09,1,8,55.780731877856574
6309,2018-01-10,1,8,57.459883384981794
6310,2018-01-11,1,8,47.550248533338724
6311,2018-01-12,1,8,49.5496446038153
6312,2018-01-13,1,8,51.59483854327436
